track_id,track_name,artist_name,album_name,release_date,popularity
0C5scNKWW4ULS1GGyN2kxU,Take off,Perfume,トライアングル,2009,14
7oWbfVtEOxz43kdTDoBCoD,Take Forever,The Japanese Popstars,Take Forever,2011-01-01,1
5e1lq4ACnnVhiQb4g04ehq,Save Yourself - Japanese Version,ONE OK ROCK,Let Me Let You Go,2022-08-29,21
3x9c9t9Hdqq8X64OWe38th,Our Building Block,The Japanese Popstars,Controlling Your Allegiance,2011-01-01,0
5JUCbA4A0XOlnugmhGQOhD,さよならはやさしく,GLAY,Back To The Pops,2024-10-09,39
28SvKhsIp5vIP2jqFslZcp,Destroy - Single Edit,The Japanese Popstars,Destroy EP,2010-01-01,0
1pUCpTIc2eqwtiwSzqWUIF,Stay with You,CAPSULE,PLAYER,2010-03-03,17
46g3OmIOffORLGZIbN38gW,Song For Lisa - Extended Mix,The Japanese Popstars,Song For Lisa,2011-01-01,0
6OH0mVa7gDqyHC1mahD1N3,SODA,DADARAY,SODA,2024-09-13,17
2pFfej4jEo4PozNkUwmZWk,Dr Frenchy Bernard,The Japanese Popstars,We Just Are,2008-09-09,1
3YXs2WOHZ3yqkB4CC2ABxc,天空,Perfume,Future Pop,2018-08-15,13
7qSHwQ8CW40fhwCN6bhQRy,Take Forever - RS@Home Remix,The Japanese Popstars,Take Forever,2011-01-01,2
1SdZwv9AePSc5PnCdstBXD,NIGHT DANCER,imase,秋のラブソング,2022-10-28,21
0egzya97XawrMPavLRZxom,B.C.T.T,The Japanese Popstars,We Just Are,2008-09-09,2
3FdZngjIjSGiUO1YzAQgWn,Future Pop,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,16
7fd7AdnPPAoQtENaS49bZH,Matter Of Time - Coyu 2020 rework,The Japanese Popstars,Matter Of Time,2020-08-27,2
0a9bq6AXFzNKMg3ReLpoRz,Start-Up,Perfume,Future Pop,2018-08-15,12
2if4wrlJ2T1Y7Lv0QgxKp2,Falcon Punch,The Japanese Popstars,Controlling Your Allegiance,2011-01-01,0
1zszoj2ksG8F5rDy63RwY2,ZERO,Vaundy,ZERO,2023-09-29,37
5PixDfOQbLTEG2YFPcXA1e,Drive’n The Rain,Perfume,PLASMA,2022-07-27,24
4s1SqoEIlEFl0YdBcpTDDZ,Tomorrow Man,The Japanese Popstars,Controlling Your Allegiance,2011-01-01,1
3Db7niDirzBlmsXgdNA9M0,Vision,The Japanese Popstars,Disconnect / Reconnect,2013-07-15,0
5uQblQlDp4axmdwqbG5J2M,Cross Love (Japanese Pop Version) (เพลงประกอบละคร THE RISING SUN),Lula,Gmm New Release 2014 Vol.7,2014-08-29,12
6UU3qMXteOLTo49eoyo4dp,Blind Curve,Momoko Kikuchi,"Pacific Breeze 2 EP: Japanese City Pop, AOR & Boogie 1983-1986",2020-05-15,29
20zUGh2zhpcSFm68IVA2Ti,あまく危険な香り,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,18
1YXaeVEk9RtWW2WFlCOctn,834.194,sakanaction,834.194,2019-06-19,28
4BHPGHHFCBEYsXQfETHJ7e,Reflection - Pop Version,Christina Aguilera,Mulan (Original Motion Picture Soundtrack/Japanese Version),2000,14
150VZIsM7EKSJhMzvFrptL,ねぇ,Perfume,ねぇ,2010-11-10,16
2KIZTZHR7Auqunz2zHO3JS,Number Nine - Japanese Version,T-ARA,Summer of Pop,2022-04-07,25
1j5cFRie17ktmSCL59rMpX,Tiny Baby,Perfume,Future Pop,2018-08-15,15
0RHtoDRZcnPLlV0gWiGbpX,Be Our Guest - Japanese Version,POPURA,Beauty and the Beast (Special Edition) [Original Motion Picture Soundtrack/Japanese Version],2002-01-01,11
0Gk3hhMlx1JITuarGyxy9M,無限未来,Perfume,Future Pop,2018-08-15,18
2jzHp3if0HdlFBYHPiDHUI,Hidarimune No Seiza,Tetsuji Hayashi,"Pacific Breeze 2 EP: Japanese City Pop, AOR & Boogie 1983-1986",2020-05-15,25
0I1f9LkKkWd5kuZ04L9jjY,Everyday,Perfume,Future Pop,2018-08-15,15
3lF8rY1qa5S2A2Pz5V5vwK,Ran,ASKA Japanese Drum Troupe,POPCORN,2015-10-06,9
5C7LC4mAVx7Gxhuggf5ztW,wonder2,Perfume,エレクトロ・ワールド,2006,17
6Gq4XBflxGy9QjcG6dW1hU,Harai,Keisuke Sakurai,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,25
74U47FqdxOtLVRoVMDlcBm,1mm,Perfume,LEVEL3 (Bonus Edition),2014-10-07,16
6QJnWOgrdtLpBhLHXXuCmq,Gas Face - Japanese Popstars Remix,Tong & Spoon,Toolroom Knights,2009,0
4zoatEscGueSKD0QXKNRRH,Navigate,Perfume,COSMIC EXPLORER,2016-04-06,12
2NnGqWhAzkJWB0HSzDnNbF,Gas Face - Japanese Popstars,Dave Spoon,Gas Face,2008-10-20,7
6ay5Rv1qtGhD20zCCxABeW,If you wanna,Perfume,If you wanna,2017-08-30,23
1goj0UHR5HpZ8oiRsPQXlH,Better Than Today - The Japanese Popstars Mix,Kylie Minogue,Better Than Today,2010-12-03,1
65VERFMFOKaNmYQuVB7H4u,THIS IS JAPANESE GIRL,Seiko Oomori,THIS IS JAPANESE GIRL,2024-09-18,24
3fCvMzjQJXazaHTdO7jcCG,Gas Face - Japanese Popstars Remix,Tong & Spoon,Toolroom Knights,2009,0
2UnDPMwEWPiyM2fBkQ3ee0,POP! CUTE! SWEET! / ポップ・ソングをつくろう,Hideki Kaji,MINI SKIRT,1997-01-29,16
0RwP29TYIWlQh6uvkyGT9y,A Tale,Synergetic Voice Orchestra,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,25
0TgmiFlQZrbFKhIrckagaP,日本,Wallice,Japan,2022-11-30,10
2p8I0hob63uu8TFr9Sa327,Slalom,Hair Salon,Pop Japanese Style!,1998,4
5O8Md2ftFQmH5e7R9tzBzI,Dream Land,Perfume,LEVEL3,2013-10-16,21
1H2HrGXZCqvIVJuYqtguNF,Kanpoo,Yumi Murata,"Pacific Breeze 2 EP: Japanese City Pop, AOR & Boogie 1983-1986",2020-05-15,19
7mfTjxmxCOF9RLg9mkjKYW,Plastic Love,tofubeats,Plastic Love,2019-01-23,20
2VxIctTmczwyfNZsRjMMgM,Human Again - Japanese Version,POPURA,Beauty and the Beast (Special Edition) [Original Motion Picture Soundtrack/Japanese Version],2002-01-01,6
3wZ9BDxRnHgoUwLxpFiZWH,っすか？,meiyo,POP SOS,2023-12-06,15
4Ri6qb6FYdrw4ptJt1fK8U,Romantic Anime Lofi Pop,Study Beat Sensei,Japanese Lofi Coffee Shop Study Beats (Copyright Free),2024-05-17,4
6LHIs3X1bNUKCAaw37IUCv,Plastic Tonic,ぷにぷに電機,Plastic Tonic,2023-11-08,14
4JhZcpCzGMIn4LhyaXNJWQ,Onion Soup Crazy,Corniche Camomile,Pop Japanese Style!,1998,2
3poqHAflzPeQLquUyYbj2f,宝石の雨,Perfume,Future Pop,2018-08-15,15
3BOzMaQnucngsw5YZWv46l,Watermelon Crush,Photo Jenny,Pop Japanese Style!,1998,2
4reuiPB2ELtRKKO1xVELws,Pop Happy Anime Song J-Pop Instrumental,takmusic,"POPS, Vol. 294 -Instrumental BGM- by Audiostock",2022-12-16,6
2G998vEuUEnyEHaMkCreUH,花の雨,Lo-Fi Anime Girl,Japanese City Pop,2024-04-03,3
5pko0I60WATIAZ4DKSlEZS,Fall,Pop Never Dies,Fall,2024-08-07,8
0A26nLhFqEhZgcOhtGd6jM,Japanese Bounce for Poppin',Incidents,Japanese Bounce for Poppin',2022-07-01,0
0xcZYaP1EQvM8x0wWNVrro,FLASH BACK,CAPSULE,FLASH BACK,2007-12-05,9
56Zi6yU14BMl1NB9KWxHKL,Japanese 80s city pop 1,R77,Japanese 80s city pop 1,2021-12-17,3
6fszaTqJGUqwN22H4VcsYR,Pop Beer Sausage,HIMIKO,"J-Pop, Vol. 1",2019-09-10,11
6MSnfr0LbrKeldfLFMv8YV,Jazz Delay,LoFi Melon,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,2
2VvunZSiw0Mj08DZwx4wc3,ビートDEトーヒ,meiyo,POP SOS,2023-12-06,25
4Mdrkkn0TahWeUZy6JJa2k,Popular Individual,Japanese Spring Jazz,Chill Japanese Jazz,2024-02-19,1
46D0PTMgQembvL2ndQN3mk,Jpop Drop,Universal Production Music,Vitamin Pack,2005-12-19,14
514V7vRHoLWz8k0DIsULg3,Popcorn,ASKA Japanese Drum Troupe,POPCORN,2015-10-06,1
5wupGYiWd40Bsk0wFSFK6h,wasuremono,Vaundy,wasuremono,2022-11-14,8
40ti4i6XBqU75qx38nPgga,Popular Individual,Japanese Spring Jazz,Easy Jazz Breezing,2024-08-19,0
5C3B3JJ1jJQ5MHvEaZRqmD,Japanese Denim,Acoustic Up,Pop Piano Cover: The Best Pop Cover Music Played on the Piano,2024-06-17,1
5esA4DcDKy94Q5uG5EdMys,向日葵,Ado,Japan Best Hits 2023,2023-12-01,21
1Xf3OFEYAOTraHrrQ5kepY,Hot Sand,PIPER,"Pacific Breeze 2 EP: Japanese City Pop, AOR & Boogie 1983-1986",2020-05-15,12
7hPjPXZhfT23EHVJ6A9pDc,swing 54321,CAPSULE,phony phonic,2003-11-09,9
3xf93fQ2U7KNNyk58BvVuP,Japanese Denim,Acoustic Up,Piano Pop Songs 2024: The Best Pop Songs Played on the Piano,2024-07-01,1
418GyjRMzrMsjJpRj1KLhh,Girls Don't Cry,POP ART TOWN,Girls Don't Cry,2020-05-29,16
4kWtER4P1HrQzaHKQ1zaII,JAPANESE GIRL,BEAT CRUSADERS,A PopCALYPSE NOW 〜地獄のPOP示録〜,2004,4
12TbnzmnCQBvkxRRl5O37p,プラスチックガール,CAPSULE,プラスチックガール,2002-11-20,10
4nRKJgVvbNQAyzpTadnjhx,Popular,Half Japanese,Loud,1981-01-01,1
0EDTww22rirbK6VBZi9vTK,いじわるなハロー,Perfume,Cling Cling,2014-07-23,21
3zV7saty776RwiMqkVRuGK,Japanese Woman,Willy Calderon,Project Neon: The Birth of City Pop Salsa,2024-05-29,1
3edt06XDxZRbArGreMhZNE,ポリゴンウェイヴ,Perfume,ポリゴンウェイヴ EP,2021-09-22,18
4jz9qPJTkmoXImPLzX2Un5,Poppy Girl,Vacaciones,All The Elefant Recordings (1993-2003) Plus Demos And Live Tracks (Japanese Compilation),2012-03-12,2
5JgNLfWXz2kx7Mn60ZSuH6,Tonight,80KIDZ,Tonight,2024-09-18,23
04sJYIwTgoGtBDtB80dOqc,Japanese March,Kou Kakinohara,Japan Today: J-Pop & Rock,2015-10-31,2
6yF18p0tVK1tEqZiTjz2Nv,Dream Fighter,Perfume,Dream Fighter,2008-11-19,13
71lME25J4LTr7tW499MrXu,Take No Michi,Dream Dolphin,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,15
2xJJ0bkVDu4YrXoExpKftg,チョコレイト・ディスコ,Perfume,Fan Service [sweet],2007,11
7c8ucvA4PD2aoB7mrVm85s,All I Want For Christmas Is You - Japanese City Pop Version,Kirispica,All I Want For Christmas Is You (Japanese City Pop Version),2023-12-19,4
1IvqAB8V3gek0637Bn5xli,時の針,Perfume,JPN,2012-02-29,10
7LHxt71hUyYzJ6UTQzmbCl,Die With A Smile - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,4
6NB8JWUS1Qg0RWFdqVX2P1,edge,Perfume,love the world,2008-07-09,13
6PRU5QaFsSxafEwKMemxB9,Miko,Fumihiro Murakami,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,15
6KOTB1MYmfxk9SYXoIJg05,卒業写真 Keiko Lee Solo(Japanese Version),Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,8
1AnBgreHy0WRpwdGHVIE7q,Cling Cling - Cosmic Explorer-mix,Perfume,COSMIC EXPLORER,2016-04-06,11
03PbOJHEBf2GenQMblNwdR,おいしいポップコーン屋さん,BabyBus Japanese,人気童謡まとめ,2020-07-08,19
0Ty3ogHHmgHmoH4JrW5Gtz,UFOを呼ぶダンス,Pop Never Dies,戦略的生存,2023-02-22,31
0rb0pgN2LbL5kkUk1T2wYV,Unity,Hiroki Ishiguro,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,10
5GrTvnru4LN1DPvDr1WiFb,Tokyo Anna,Yoshiko Ootsu,"Japanese Retro Hits - The Fifties, Volume 5",2012-10-04,7
6ChHFWc3rsXJTiuvRdJLFC,Retro Electric,Keisuke Kikuchi,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,10
0u1xFdxLYVoBQFTgLkDBnK,チョコレイト・ディスコ - 2012-Mix,Perfume,Perfume Global Compilation “LOVE THE WORLD”,2012-09-12,12
2Khta4Ju16jQaaR1hOAUiO,ラブ・ストーリーは突然に,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,5
6RJKsLhcBhCsgUhV6gxYld,Tokyo Boogie Woogie,Kasagi Shizuko,Japanese Retro Hits - The Post War Years,2012-10-01,10
7mmK5cOFeI20uV1of8S27u,いい日旅立ち,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,2
36XAtmY3dEnzKJSyQzM1ZM,強がりは赤いリップなら,POP ART TOWN,強がりは赤いリップなら,2021-12-15,10
4xtmG3DrmNhO35QNPsH5c3,ロンリー・チャップリン,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,6
0y98daVRD8q57emcqzskiB,Relax In The City,Perfume,COSMIC EXPLORER,2016-04-06,12
6ghue3f5VYKmF9EEdikRVy,卒業写真 (English Version),Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,12
6H4MTnCrZd5dh7aU6Vwro9,1LDK,POP ART TOWN,SWEET! SWEET? SWEET!,2019-11-06,27
4jOdXFqRkVkn192kRoayBn,桃色吐息,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,3
7zvRjuHEi3BieC9oiiKH6z,Sky Above,mekakushe,Sky Above,2024-03-27,10
0N6tnSJjaVJarRhFVIf7QX,ワインレッドの心,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,6
2dXkhZLXFZq3mAakWzH9Kl,Minatomachi juusan banchi,Hibari Misora,"Japanese Retro Hits - The Fifties, Volume 5",2012-10-04,7
2dIqJWtWkTMrDRYYHnfIqz,不法侵入,ZUTOMAYO,Japan Best Hits 2023,2023-12-01,18
0U7OJcIP3lxmxFEapcJVrq,我が良き友よ,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,3
5f5VLT4ekZ29tGU1LhhGQ6,FAKE IT,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,22
4t8a9qax4hj4TsloBj304E,ルビーの指環,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,3
5UwZmCJFJcp5l0JcykZthW,Enter the Sphere,Perfume,LEVEL3 (Bonus Edition),2014-10-07,12
6nkhzmyRxpcMZXuSnslqPa,リバーサイドホテル,Keiko Lee,Timeless 20th Century Japanese Popular Songs Collection (13 Tracks),2017-09-06,7
2rXXDWVRwTjBKDpeGIB0nS,moon,iri,PRIVATE,2023-05-10,13
5HHXuWZbAHquTZWsR62iJD,Speaking Japanese,Popface,Popface,2017-02-17,1
7qNygeEbpGjda2SQHdAwnv,Japan,DEAMN,Japan,2024-03-23,21
0dY77OPIrcqrncj0gbCZOx,Stop Me,Tadahiko Yokogawa,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,10
6yvNFH3KNdfHIDFIMnyqoH,"Hakuchu Kimi To ""Doron""",Pop Never Dies,Doki,2024-02-14,9
5lCh7ieIe3wh9l6OU5xKb7,Phlanged Vortex,Eiki Nonaka,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,9
0GHQ3gAaDOKgJcuxyPO7pz,シークレットシークレット,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,21
7dSIqYFTHClcpsLi6COIWD,Kimagure,中村久美,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,11
1jBCsM0PBaQS0HbF5sgfAb,Nobody,POiSON GiRL FRiEND,"Heisei No Oto: Japanese Left-field Pop From The CD Age, 1989-1996",2021-03-15,9
3R65jxrYZy7oRvmrBnox7J,MOONLIGHT,POP ART TOWN,MOONLIGHT,2021-06-30,18
