track_id,track_name,artist_name,album_name,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
03PpOObalyCCalw1u7kXb2,最高到達点,SEKAI NO OWARI,J-POP Viral Hits 2023 in China,2023-11-07,20,0.648,0.955,6.0,-3.918,1.0,0.0465,0.0745,0.0,0.085,0.823,132.0
33x1lCMtFPg7S5S81hJOWi,JazzHop Innuendo,From Japan,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1,0.699,0.64,1.0,-12.189,1.0,0.048,0.523,0.939,0.207,0.436,94.011
1Uhyo0A9Sy5j0EiHgAuZHw,Minor,Minty,Minor,2022-05-26,23,0.647,0.558,6.0,-7.942,1.0,0.0441,0.523,1.38e-05,0.255,0.819,170.019
6iIhKm01kPUPzhK3HKprdZ,Afternoon Glow,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,2,0.809,0.633,7.0,-7.302,1.0,0.0433,0.263,2.97e-06,0.107,0.662,90.003
1ZKcAsJc7cbSQ75NwqMLVu,"Tokyo, 2021",Japanese Baseball,Japanese Baseball - EP,2020-06-26,5,0.292,0.775,1.0,-7.044,1.0,0.0477,2.05e-05,0.863,0.179,0.698,154.921
0KgWmn3zGR3KcSM2J7kFpA,you're my lover,林はゆる,you're my lover,2024-09-17,8,0.599,0.944,2.0,-4.132,1.0,0.058,0.0545,0.000681,0.101,0.792,135.009
4LVD1woA0wrjMDcQu4zYKJ,Hajimari,Lo$t Glo-Fi,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,2,0.709,0.522,2.0,-15.676,1.0,0.0742,0.36,0.875,0.0729,0.231,173.97
3WRyWUzafGKeRtaDIbJAEw,Ele pop,hitomi,huma-rhythm,2002-01-30,4,0.497,0.996,2.0,-1.676,1.0,0.0922,2.3e-05,0.586,0.168,0.352,144.097
2rPftRaSAyOXfwTLzcmYaZ,Dancing free,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,2,0.811,0.741,9.0,-8.243,0.0,0.0501,0.14,0.0,0.103,0.745,110.052
22hBMseDEDN7DfZuCxMHDc,写真,CAPSULE,花火,2001-07-04,3,0.697,0.577,0.0,-5.833,0.0,0.0254,0.24,3.16e-05,0.107,0.617,88.068
3CfC6kl4RMQb7OTepQou9Q,Ohayo!,Thrilled Bow,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1,0.618,0.497,2.0,-15.909,1.0,0.0273,0.348,0.00103,0.0946,0.719,84.001
6QpL3iC07TGAt8Blw8cYZg,Nagisa,imase,Japan Best Hits 2023,2023-12-01,9,0.738,0.864,9.0,-4.489,1.0,0.0512,0.203,2.31e-06,0.147,0.951,128.048
4Py4sOeoBdblZR1saGgjc1,Insane Loud Car Exhausts,Japanese Car Sounds,Race Car Cracks and Pops ASMR,2023-09-16,1,0.373,0.805,9.0,-8.179,0.0,0.611,0.446,0.099,0.203,0.107,80.696
6zWkm0EyPYKCxaSB8FmKDb,WABISABI WASABI,NEO JAPONISM,WABISABI WASABI,2023-06-28,6,0.604,0.938,2.0,-3.301,1.0,0.078,0.0795,0.0,0.23,0.617,159.988
4QQP17SvprRQ38n38uId1p,Moonlit waves,Upbeat Flickers,Japanese Neo CITY POP / Future Funk / chill & melodic Mix,2024-09-15,1,0.846,0.754,0.0,-7.167,1.0,0.051,0.101,3.73e-06,0.101,0.687,113.992
64eUF5Z6TwYdywqc6QjSRb,Hold Your Hand,Perfume,Cling Cling,2014-07-23,13,0.572,0.946,7.0,-1.384,1.0,0.0289,0.0232,0.00695,0.27,0.706,130.001
7rwrdeqUnHqOMri1U0U4DN,Denim Walk,Buffalo Chilled Milk,"Japanese Breakfast LoFi: 80s City Pop Radio Music, Jazzhop Edition",2021-01-27,1,0.747,0.438,9.0,-8.449,0.0,0.154,0.425,0.0,0.0687,0.753,150.288
36Dj3dMzJSxTELfoUqg31N,Beyond The Sky,CAPSULE,WAVE RUNNER,2015-02-16,8,0.494,0.985,9.0,-1.786,0.0,0.0513,0.000686,0.913,0.165,0.531,127.972
0yjcS3egtQN0mz3Lv3LLRU,the one with the japanese virtual pop star,WeWillLookBackAtYouAndLoveYouForever!!!!!,the one with the japanese virtual pop star,2024-09-15,1,0.604,0.56,0.0,-4.459,1.0,0.0344,0.347,0.000235,0.0588,0.233,139.986
74pL2vsUCUqOUWeZywYe6R,Relax In The City,Perfume,Relax In The City / Pick Me Up,2015-05-06,15,0.518,0.943,4.0,-3.74,1.0,0.032,0.104,0.733,0.664,0.795,120.026
6e9k6JDgA0KHja34xB5kQy,Aamer Jabar,原 みどり,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,5,0.707,0.735,1.0,-7.413,0.0,0.0348,0.352,0.428,0.0705,0.69,91.953
5HSUhlcZfZyJiwfvU2YbNR,POP MASTER,Nana Mizuki,THE MUSEUM II,2011-11-23,14,0.343,0.961,5.0,-4.01,1.0,0.244,0.0267,0.0,0.103,0.336,182.058
1dlC6wRujqTcgw4pEsu9OX,Paradise's Dream,荒川バンド,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,6,0.574,0.65,0.0,-9.32,0.0,0.0331,0.688,0.87,0.164,0.815,81.002
2eURd6PjdtWZNQ4GTYvfeD,花火,CAPSULE,ハイカラガール,2001-09-17,5,0.599,0.918,4.0,-3.289,0.0,0.0296,0.105,0.0,0.153,0.618,150.082
5QQkbzjFzR8fmYocUTCHRr,Chigasaki Memory,Mitsuko Horie,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,5,0.678,0.885,5.0,-5.137,1.0,0.0388,0.508,4.91e-05,0.0579,0.877,129.557
4aIfFzYP1WiVHyFbTS551F,I Wander All Alone (Part III),New Generation Company,"DJ NOTOYA Presents TOKYO GLOW: Japanese City Pop, Funk & Boogie",2021-12-10,5,0.624,0.783,4.0,-7.343,0.0,0.0518,0.0411,0.911,0.0744,0.763,74.235
2J9tIwOpQ1x156aUx4KLY8,Love Me,CAPSULE,FLASH BACK,2007-12-05,4,0.726,0.906,11.0,-3.645,0.0,0.0341,0.0016,0.604,0.0673,0.456,135.007
2oggETeGcMwuJLqJ8KHbXp,Say Yes To Heaven - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,1,0.651,0.501,9.0,-11.355,1.0,0.0339,0.0488,0.179,0.122,0.665,96.981
2ngFXp9AGmyM8bmohPu7cC,NIGHT DANCER,imase,J-POP Viral Hits: loved by K-POP stars,2023-06-16,2,0.911,0.585,7.0,-8.078,0.0,0.0735,0.0945,0.0,0.134,0.851,117.06
74vBH4rLXKDSFTwxsaVTcc,My Love Mine All Mine - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0,0.71,0.38,9.0,-12.411,1.0,0.0351,0.251,0.0389,0.0917,0.654,138.02
6hnMHW2qnuIDJ1MAwAxO3P,Scent of sweet,the pillows,"Another morning, Another pillows",2002-10-23,4,0.493,0.852,7.0,-3.141,1.0,0.0375,0.0297,0.00201,0.0829,0.668,148.154
0hhMHwbqOOCTR5fe0Fuk3w,Super Shy - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,1,0.759,0.598,5.0,-9.04,0.0,0.0299,0.115,1.74e-06,0.262,0.813,126.012
1VKrEFmp8YqKXcnBq0aCKa,ターコイズ,SEKAI NO OWARI,Japan Best Hits 2023,2023-12-01,13,0.542,0.87,1.0,-4.202,1.0,0.0517,0.00579,0.0,0.0749,0.679,135.953
78Q57cmIpezgJn9kWpzh9z,Love Lee - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0,0.76,0.568,5.0,-9.937,0.0,0.0328,0.108,0.0,0.179,0.86,102.997
5LlUSWEKF5uCZ9icRZPb9a,さくら,CAPSULE,さくら,2001-03-28,3,0.624,0.977,4.0,-3.114,1.0,0.0437,0.0137,0.0,0.205,0.747,123.067
3t3ObBxkJeNERMhwPy54kK,Boy’s a liar - Japanese city pop version,Sei the vibemaker,Die With A Smile (city pop album),2024-09-29,0,0.57,0.576,5.0,-10.972,1.0,0.0315,0.139,0.00264,0.0854,0.748,103.968
5vAz7Eu5MYpBgQOaB80WRh,強がりは赤いリップなら,POP ART TOWN,ART MUSEUM,2022-11-16,9,0.744,0.824,1.0,-5.35,1.0,0.0605,0.0181,0.0,0.334,0.739,115.085
3tGUzHMBKteOJoaDActjEB,Asian City Pop,Soft Jazz Mood,"Cocktail Bar in Tokyo: 60s-70s Japanese Jazz Funk Music, Asian Citypop, Funky Lounge, Oldschool Vibes",2021-08-12,1,0.655,0.318,11.0,-13.159,0.0,0.0451,0.429,0.859,0.24,0.293,80.634
15iUxYEJLqCUAmQbWoLiSr,ずるい人,POP ART TOWN,ずるい人,2023-11-01,9,0.623,0.742,7.0,-4.888,1.0,0.0389,0.0514,0.0,0.122,0.325,86.008
2FVKv2IETQ57yjIjSHDUsJ,That girl who doesn't listen to Japanese rock always sings about love,Haruna,That girl who doesn't listen to Japanese rock always sings about love,2024-01-23,1,0.498,0.855,0.0,-5.548,0.0,0.0273,0.00107,2.43e-05,0.285,0.545,99.93
1en4MSL1Fi4wPlDLSeKPSx,Show me your love,kolme,Show me your love,2020-03-09,8,0.564,0.892,11.0,-4.308,0.0,0.0492,8.7e-05,0.000607,0.145,0.883,113.946
7yb3wZHHLR7LahXWiTfHjn,Nowhere to Go But Up - Japanese Version,Hisako Ohkata,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,7,0.414,0.325,11.0,-10.707,1.0,0.0443,0.879,0.0,0.0793,0.343,96.301
1QztLmC249gaFjEatpshXQ,A Cover Is Not the Book - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,12,0.598,0.551,8.0,-10.901,1.0,0.455,0.721,0.0,0.161,0.743,121.652
1XZm7uC7ke6ETwkMZ0jjQe,前頭葉,Pop Never Dies,上々,2020-11-11,15,0.816,0.938,2.0,-3.066,1.0,0.119,0.166,0.0,0.391,0.414,129.982
2k4I7rf9vMTIvQWDD2mKLS,(Underneath the) Lovely London Sky - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,6,0.315,0.209,0.0,-13.979,1.0,0.0347,0.865,4.76e-06,0.0888,0.198,142.123
1SzBXRjTDQRbllks8Erlu7,ポイント,Perfume,Spending all my time,2012-08-15,1,0.451,0.878,6.0,-3.956,1.0,0.0426,0.00166,0.0284,0.123,0.686,174.971
7MDzRktCEumZb2D9eCivOP,The Place Where Lost Things Go - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,15,0.322,0.0661,9.0,-19.856,1.0,0.039,0.938,5.17e-05,0.0923,0.182,106.319
1gYsDtSPAQfk7aBhQVSjd3,Everyday,Perfume,"Perfume The Best ""P Cubed""",2019-09-18,14,0.677,0.956,2.0,-3.2,1.0,0.044,0.152,0.00676,0.0746,0.41,114.981
7mDzlGemeMVuvkqkPgtSlp,Turning Turtle - Japanese Version,Kaho Shimada,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,7,0.549,0.584,10.0,-10.353,0.0,0.337,0.753,0.0,0.122,0.698,130.073
3se3algxu4fDcB1Dx4mlCS,イカしてる,DURDN,306,2022-01-21,9,0.697,0.888,4.0,-4.922,0.0,0.0456,0.221,0.0,0.0878,0.579,106.014
75xaCMBLbxuooqjM0iT6da,A Conversation - Japanese Version,Shosuke Tanihara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,5,0.433,0.125,2.0,-21.074,1.0,0.0922,0.945,2.52e-06,0.0959,0.232,78.956
77HZTfXaX4OVs7lmKDcqLv,Japanese Girl,Akiko Ikuina,"Nippon ""Ikuina"" Kiko",1989,5,0.729,0.801,11.0,-8.725,0.0,0.0377,0.218,0.0645,0.0937,0.949,136.791
4Pgn0agpo1U0xBoYyCSRve,Trip a Little Light Fantastic (Reprise) - Japanese Version,Katsuhisa Houki,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,3,0.699,0.492,11.0,-9.217,0.0,0.761,0.729,0.0,0.41,0.702,58.767
5ixH8Ij9LwZs7S8ypYWY0n,306,DURDN,306,2022-01-21,8,0.685,0.767,1.0,-4.67,1.0,0.0329,0.0168,1.52e-06,0.14,0.795,104.012
3IBCPcywOR0nR4HnzBAUR7,The Place Where Lost Things Go (Reprise) - Japanese Version,Shuma Suzuki,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,4,0.353,0.0791,0.0,-21.19,1.0,0.0476,0.975,0.000289,0.0974,0.449,71.288
4Q2GxXkFYK8KK4xLFjWXK2,Secret Paradise - 2021 Remaster,CAPSULE,Sugarless GiRL (2021 Remaster),2007-02-21,2,0.587,0.969,1.0,-1.964,1.0,0.0428,0.00693,0.467,0.255,0.548,129.982
5rb8V8XdWpyI6WxmTriEZw,(Underneath the) Lovely London Sky (Reprise) - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,4,0.2,0.219,7.0,-13.189,1.0,0.0381,0.888,0.000949,0.18,0.135,99.811
2Al1DLOlFzPRPaoS5uQOx5,In The Rain - 2021 Remaster,CAPSULE,STEREO WORXXX (2021 Remaster),2012-03-07,3,0.638,0.901,9.0,-5.274,1.0,0.0505,0.312,0.927,0.109,0.632,128.016
3oWVbfE4o93JAT7R7nGbxF,Can You Imagine That? - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,11,0.509,0.388,1.0,-12.225,1.0,0.15,0.77,0.0,0.0788,0.46,118.057
0EEXoHawr15PLM5lrA72CF,Bet On Me,JUJU,Bet On Me,2023-02-15,28,0.565,0.799,0.0,-4.14,1.0,0.0458,0.00523,0.0,0.115,0.78,163.955
7M3YX13h3yDXN3mGevCjWS,The Royal Doulton Music Hall - Japanese Version,Ayaka Hirahara,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,11,0.534,0.494,9.0,-11.747,1.0,0.188,0.803,0.0,0.248,0.633,96.322
2d5GHWj2qs6x18m65AWIA7,Japanese-Tokyo-Girl (feat. Hanon & Kotoha),HoneyWorks,KOI-IRO-DOUMEI,2020-01-14,5,0.763,0.916,7.0,-3.368,1.0,0.028,0.14,3.54e-05,0.0924,0.796,132.0
3TJoo29cEQEwG3prT1scpA,Trip a Little Light Fantastic - Japanese Version,Yuji Kishi,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),2019-01-30,15,0.539,0.579,7.0,-9.702,1.0,0.14,0.686,0.0,0.303,0.525,117.42
3MJpUjsDKBTm0Z4PVWnETC,Hwi hwi - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0,0.767,0.881,10.0,-3.013,1.0,0.0499,0.027,0.0,0.121,0.616,123.991
4WlEwRw3iKuuXbrdGSHFFj,Tsuki no Defune,Tabata Yoshiro,"Japanese Retro Hits - The Fifties, Volume 1",2012-10-02,7,0.211,0.469,9.0,-10.203,1.0,0.0476,0.995,0.908,0.627,0.251,74.12
6MAqGu8pIuihEC68fJw3wX,Fresh Adventure - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0,0.679,0.905,5.0,-2.613,1.0,0.0621,0.526,0.0,0.129,0.877,115.955
2QCvkDH8tOAc6RXda0la5C,希望の唄,meiyo,POP SOS,2023-12-06,9,0.784,0.49,6.0,-5.97,1.0,0.0327,0.0603,0.000449,0.0778,0.834,122.039
7mgmLfxwmWjnn2fk89SZ8k,Shooting Love - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0,0.669,0.956,11.0,-3.502,1.0,0.308,0.316,0.0,0.0464,0.905,159.968
4v101gQAIXMwRtlWwc6A2u,写真,CAPSULE,ハイカラガール,2001-09-17,3,0.696,0.603,0.0,-5.004,0.0,0.0249,0.218,2.18e-05,0.103,0.572,88.036
1BPROja6pSgKihGQDXabGp,Between Us - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤),2019-04-24,0,0.765,0.703,6.0,-4.28,1.0,0.0375,0.288,0.0,0.102,0.662,105.018
1ks1SQpLCNZ8x1T2amfuzT,Crystals,YU-KA,Japan Best Hits 2023,2023-12-01,7,0.568,0.401,0.0,-8.051,1.0,0.0438,0.819,2.9e-05,0.146,0.256,79.956
5nsXuKloM3Fcnqf7Yyfrje,Between Us - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤B),2019-11-27,0,0.765,0.703,6.0,-4.28,1.0,0.0375,0.288,0.0,0.102,0.662,105.018
57o1yGQuvhTJGhR7EIRlIH,city pops,Pop Never Dies,美しく生きていたいだけ,2021-12-08,12,0.534,0.823,9.0,-4.555,1.0,0.163,0.0301,1.61e-05,0.137,0.874,78.646
4ZrYyYkjAiUqbirNmFzfsx,Fresh Adventure - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,4,0.679,0.905,5.0,-2.613,1.0,0.0621,0.526,0.0,0.146,0.877,115.955
6xAPTvIYnNL7wKXsfZRSyS,パワーポップソーダ,peanut butters,peanut butters,2021-09-22,16,0.414,0.891,1.0,-3.513,0.0,0.0808,0.0821,0.0,0.172,0.445,136.029
6zdAjLKTLy3ttXHlQpy0Xu,Shooting Love - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,2,0.669,0.956,11.0,-3.502,1.0,0.308,0.316,0.0,0.0464,0.905,159.968
0fB9qqzExwkYpfK5j1WAPr,渚とサイダー,POP ART TOWN,渚とサイダー,2023-08-09,16,0.671,0.817,2.0,-5.575,1.0,0.0368,0.0161,4.19e-05,0.204,0.692,141.024
60VJik3tfJrb51g84TMK9U,Fresh Adventure - Japanese Ver.,LABOUM,Love Pop Wow!! (初回限定盤),2019-04-24,0,0.679,0.905,5.0,-2.613,1.0,0.0621,0.526,0.0,0.125,0.877,115.955
5KcmQIbkDIGpKorMvchRcV,Kuroyuri no uta,Orii Shigeko,"Japanese Retro Hits - The Fifties, Volume 5",2012-10-04,3,0.551,0.202,10.0,-8.331,0.0,0.0363,0.897,0.0001,0.198,0.715,85.219
7bHfgO2cAgy7KcuVgOYhXs,Hwi hwi - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,2,0.767,0.881,10.0,-3.013,1.0,0.0499,0.027,0.0,0.121,0.616,123.991
1nRwblA5XoBML5OO37EmPB,FLASH BACK - 2021 Remaster,CAPSULE,FLASH BACK (2021 Remaster),2007-12-05,2,0.514,0.994,7.0,-3.272,1.0,0.0929,0.000139,0.704,0.0617,0.344,125.005
7cVosieVcijBMfsdCLJLi5,Between Us - Japanese Ver.,LABOUM,Love Pop Wow!!,2019-04-24,2,0.765,0.703,6.0,-4.28,1.0,0.0375,0.288,0.0,0.102,0.662,105.018
6WSWhJFeKPH9iuHXOGLtGT,Japanese girl,hitomi,LOVE CONCENT,2006-09-27,8,0.672,0.854,10.0,-4.513,0.0,0.0409,0.00104,0.44,0.685,0.598,138.003
2OG9IwKRjVNx9EDcIpLXdT,Tokyo boogie woogie,Kasagi Shizuko,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,1,0.513,0.299,3.0,-12.564,1.0,0.0496,0.978,0.0,0.26,0.796,143.472
05vA5vvuhe70zTn5JfXWsp,Japanese Rap,D DA DIS,Japanese Rap,2019-09-29,4,0.472,0.837,11.0,-6.182,0.0,0.433,0.141,0.0,0.347,0.45,178.11
3ICfKNHdUfHyUcfMIeC8kP,Kouun no nakama,Enomoto Kenichi,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,0,0.745,0.432,0.0,-6.003,1.0,0.0458,0.996,0.782,0.184,0.753,123.435
3ryNaQK6QzCZLOdk1SFR5B,でも暮らし,Pop Never Dies,美しく生きていたいだけ,2021-12-08,14,0.796,0.629,7.0,-5.647,0.0,0.0586,0.0135,0.0277,0.0564,0.562,141.019
0TMOWfl62KbxPaB1K9QPpf,Reijin no uta,Noboru Kirishima,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,2,0.416,0.412,7.0,-9.172,0.0,0.0345,0.99,0.00106,0.309,0.303,77.461
6kHmTsLR5INnllCxBFPOSX,面影,Novelbright,Japan Best Hits 2023,2023-12-01,12,0.42,0.608,0.0,-4.21,1.0,0.0522,0.419,0.0,0.142,0.591,82.064
0YbOCdVplgEoO8j03sUlKT,Yogiri no blues,Dick Mine,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,0,0.242,0.372,5.0,-14.771,0.0,0.0478,0.981,0.805,0.102,0.406,81.364
4T9wimpt6wRHFBIWtKydmG,長く短い祭,椎名林檎,The J-Pop Hits,2022-09-20,13,0.608,0.788,2.0,-3.808,0.0,0.162,0.0567,0.0455,0.221,0.766,124.878
3Jpz7x0zSGnqNCxGnyjgum,Hey hey boogie,Kasagi Shizuko,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,0,0.63,0.21,11.0,-16.54,1.0,0.243,0.986,8.19e-05,0.652,0.685,146.79
7DjD6dhj01FxchEwKHZYbm,JAPANESE MANNER,clammbon,2010,2010-05-19,11,0.706,0.804,1.0,-7.562,1.0,0.0356,0.344,8.46e-06,0.137,0.918,123.851
74owRABlRSWHCgIVqkMMjg,Minato ga mieru oka,Hirano Aiko,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,0,0.29,0.224,10.0,-11.632,1.0,0.0389,0.993,0.0646,0.315,0.411,86.822
0hhkaOXMomZigUlWPEM9UY,唱,Ado,J-POP Viral Hits 2023 in China,2023-11-07,16,0.616,0.975,10.0,-0.425,0.0,0.208,0.172,1.62e-06,0.143,0.742,132.054
7pATF82lbJNPupy9LSjo55,Otemoyan,Akasaka Koume,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,0,0.665,0.452,1.0,-9.228,0.0,0.149,0.889,2.61e-06,0.28,0.763,137.965
5PJ8eoERb7cjoNEQpCL2cN,でいだら,Pop Never Dies,戦略的生存,2023-02-22,16,0.797,0.545,0.0,-4.619,1.0,0.0579,0.166,5.54e-06,0.0971,0.929,99.963
0bgvBzKhNkYVqYgrHC1Ihz,日曜日はきみのいろ,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.817,0.468,0.0,-10.651,1.0,0.0368,0.0592,0.0,0.351,0.703,117.032
1ztyWrmOUUz9UmJBVZu2Ie,Omoide no byakuran,山口淑子,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,1,0.132,0.343,1.0,-11.45,1.0,0.0351,0.989,0.000124,0.156,0.286,75.142
20Nd4ZgUX1L4DqDkSyD9p8,"Hakuchu Kimi To ""Doron""",Pop Never Dies,"Hakuchu Kimi To ""Doron""",2024-01-24,2,0.734,0.825,11.0,-4.228,0.0,0.0592,0.00696,0.0,0.106,0.792,137.964
6NYu3OT2hM4vionYHQYov2,Machi no dateotoko zundokobush,Tabata Yoshiro,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,1,0.665,0.447,7.0,-8.574,1.0,0.0469,0.995,0.843,0.222,0.693,116.462
5vWMnPNkLQFZii0C9EwXQT,NIGHT DANCER,imase,CITY POP RADIO - NIGHT TUNE -,2024-09-19,4,0.908,0.579,7.0,-8.075,0.0,0.0742,0.107,0.0,0.113,0.839,117.053
3tVxzK2dPVDo5j39zpKB3X,Rappa to musume,Kasagi Shizuko,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,1,0.691,0.401,9.0,-7.406,0.0,0.0372,0.971,0.024,0.116,0.816,100.01
4vKhjQflABYpOF77qEDtR5,MUSiXXX,CAPSULE,FLASH BACK,2007-12-05,4,0.656,0.894,2.0,-2.888,1.0,0.0389,0.000591,0.782,0.0583,0.373,127.999
5kP3s5zK4sC2dXwWsX2IBA,Popteen,Tomggg,Popteen,2013-12-15,4,0.607,0.691,4.0,-8.364,1.0,0.0312,0.0112,0.00318,0.089,0.652,128.017
2GzP7EJgh1PunnTPhekqqA,アイコンタクト,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.805,0.491,5.0,-9.339,0.0,0.0354,0.138,0.00142,0.0981,0.912,107.048
7xrz5TmnkRSvDmupINYMB6,AE2095,popcatcher,poikilotherms,2001-07-25,2,0.462,0.9,7.0,-5.951,1.0,0.0399,5.93e-06,0.458,0.19,0.302,144.105
0SZyW3to9gwD7xw9nMBJol,今もまだ,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.736,0.661,0.0,-8.33,1.0,0.0348,0.205,0.000856,0.21,0.802,121.103
14LQKWh3Gug4z4G74UthWh,Dance!,The Hello Kids,Japanese/English Vol. 1,2012-08-23,1,0.944,0.823,0.0,-9.402,1.0,0.119,0.224,0.000352,0.0846,0.831,133.026
3qx4S3RnkMrFpqjVwd8J0C,風をきって,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.809,0.753,4.0,-8.169,0.0,0.0422,0.00308,1.45e-06,0.09,0.457,117.014
6VatjAwi7HhCb6GilBX3wo,MPJ,Shin Rizumu,Musica Popular Japonesa,2022-11-23,4,0.413,0.443,7.0,-7.822,1.0,0.0284,0.403,0.364,0.0838,0.293,94.893
1WOnEgj87TdHs8JAzKXbsi,大都会,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.687,0.8,7.0,-8.681,0.0,0.0294,0.00119,3.04e-06,0.0786,0.566,122.982
5BT7fZyULViVIQUD78OK3o,花火,CAPSULE,花火,2001-07-04,3,0.595,0.925,4.0,-3.517,0.0,0.0299,0.118,0.0,0.0974,0.626,150.163
6cZh3Qol6vf1s8M6YLwXkF,涙の行方,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.748,0.66,2.0,-7.984,1.0,0.0318,0.00612,0.000409,0.168,0.787,120.785
2zWJwtfWgSbfoAy8qA6XTD,雨に迷って,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.796,0.47,9.0,-10.172,0.0,0.0344,0.129,0.298,0.125,0.51,117.003
6uZkeltUztRdl2DZgZLr6V,Tokyo Disco,NEONshe,J-POP,2021-08-27,8,0.601,0.602,0.0,-12.22,1.0,0.0312,0.00888,0.0718,0.102,0.446,135.022
63pNDPJmSk14zY9vEsBs9o,Saturday night,Upbeat Flickers,80's Japanese CITY POP Original mix vol.1,2024-10-21,0,0.795,0.651,10.0,-9.76,0.0,0.0316,0.00303,1.28e-05,0.0492,0.961,109.053
6XCIpOrvEn6ggWxv08l0G6,早く帰りたい,Pop Never Dies,"Faster, POP! Kill! Kill!",2016-12-21,15,0.861,0.947,5.0,-4.14,1.0,0.0354,0.378,0.000833,0.159,0.773,109.032
6rVXfszRnAAXGS1uQwiohF,metaphor,samayuzame,metaphor,2024-06-26,5,0.662,0.684,11.0,-5.617,0.0,0.0346,0.0507,0.000149,0.224,0.776,89.97
5Ejy8EIlEXc5t5WZDrQF9Q,Uramachi serenade,Akiko Futaba,"Vintage Japanese Music, Postwar Popularity (1945-1950)",2017-11-30,0,0.567,0.209,1.0,-12.51,1.0,0.0464,0.99,0.0,0.155,0.55,122.507
